usia,pekerjaan,status_pernikahan,pendidikan,saldo_rekening,kategori_saldo,punya_kpr,punya_pinjaman,pernah_gagal_bayar,metode_penawaran,periode_penawaran,frekuensi_kontak,durasi_interaksi_detik,pernah_ditawari_sebelumnya,hasil_penawaran_sebelumnya,respon_penawaran_deposito,lama_nasabah_tahun,segmen_nasabah
32,karyawan,menikah,s1,2173408,rendah,tidak,ya,tidak,telepon,Sep,2,87,tidak,tidak_ada,0,5,loyal
58,wiraswasta,menikah,s1,11702807,menengah,tidak,tidak,tidak,whatsapp,Okt,3,87,tidak,tidak_ada,0,4,existing
40,buruh,menikah,sma,3906945,rendah,tidak,tidak,tidak,telepon,Nov,2,354,tidak,tidak_ada,0,7,loyal
57,tidak_bekerja,menikah,s1,1038345,rendah,tidak,tidak,tidak,telepon,Sep,4,609,tidak,tidak_ada,1,16,loyal
28,karyawan,menikah,sma,9165655,menengah,tidak,tidak,tidak,whatsapp,Feb,3,206,tidak,tidak_ada,0,6,loyal
49,karyawan,lajang,smp,4833345,rendah,ya,ya,tidak,whatsapp,Jan,4,69,tidak,tidak_ada,0,1,existing
53,wiraswasta,menikah,sma,7690992,menengah,tidak,tidak,tidak,telepon,Jul,8,396,tidak,tidak_ada,0,10,loyal
50,tidak_bekerja,menikah,sma,4650989,rendah,tidak,tidak,tidak,whatsapp,Mei,5,136,tidak,tidak_ada,0,18,loyal
41,tidak_bekerja,menikah,s1,19159592,menengah,tidak,ya,tidak,email,Mei,7,54,tidak,tidak_ada,0,2,existing
56,karyawan,cerai,sma,5217068,menengah,tidak,tidak,tidak,email,Okt,4,287,tidak,tidak_ada,0,2,existing
51,karyawan,lajang,s1,5672729,menengah,tidak,tidak,tidak,telepon,Feb,1,200,tidak,tidak_ada,1,3,existing
45,wiraswasta,menikah,s1,12624297,menengah,tidak,ya,tidak,telepon,Sep,3,209,tidak,tidak_ada,0,0,baru
54,karyawan,menikah,d3,15278056,menengah,ya,tidak,tidak,telepon,Apr,3,168,tidak,tidak_ada,0,13,loyal
24,karyawan,lajang,sma,3097609,rendah,tidak,ya,tidak,email,Mar,4,149,tidak,tidak_ada,0,5,loyal
21,karyawan,menikah,s2,6347044,menengah,tidak,tidak,tidak,whatsapp,Nov,2,353,tidak,tidak_ada,1,12,loyal
54,pelajar,menikah,sma,1468154,rendah,tidak,tidak,tidak,whatsapp,Apr,2,421,ya,gagal,0,9,loyal
18,tidak_bekerja,lajang,s1,3388949,rendah,ya,tidak,tidak,whatsapp,Mar,3,68,ya,gagal,0,1,existing
18,tidak_bekerja,menikah,smp,3732429,rendah,tidak,ya,ya,email,Jul,4,118,tidak,tidak_ada,0,7,loyal
64,wiraswasta,cerai,s2,22151898,menengah,tidak,tidak,tidak,whatsapp,Jun,1,293,ya,berhasil,1,10,loyal
37,wiraswasta,menikah,,13499185,menengah,tidak,tidak,tidak,whatsapp,Sep,3,53,tidak,tidak_ada,0,0,baru
36,buruh,lajang,s1,3007391,rendah,tidak,tidak,tidak,whatsapp,Mei,5,405,tidak,tidak_ada,1,5,loyal
46,karyawan,lajang,smp,16865232,menengah,tidak,tidak,tidak,whatsapp,Agu,3,160,tidak,tidak_ada,1,13,loyal
27,pns,menikah,sma,6536635,menengah,tidak,tidak,tidak,email,Jul,4,24,ya,gagal,0,19,loyal
35,wiraswasta,menikah,smp,90411825,tinggi,ya,ya,ya,telepon,Sep,3,668,tidak,tidak_ada,0,10,loyal
45,karyawan,lajang,smp,4138159,rendah,ya,ya,tidak,telepon,Mar,3,248,tidak,tidak_ada,1,3,existing
52,wiraswasta,lajang,sma,11978996,menengah,tidak,tidak,tidak,telepon,Feb,7,235,tidak,tidak_ada,0,3,existing
60,karyawan,menikah,s1,40299839,menengah,tidak,tidak,tidak,telepon,Mei,5,643,ya,gagal,0,8,loyal
64,pns,menikah,d3,15360118,menengah,tidak,tidak,tidak,telepon,Nov,3,235,tidak,tidak_ada,1,17,loyal
48,karyawan,cerai,sma,30091092,menengah,ya,ya,tidak,whatsapp,Jul,1,120,ya,berhasil,1,2,existing
44,karyawan,menikah,s1,73940081,tinggi,tidak,tidak,tidak,whatsapp,Apr,3,851,tidak,tidak_ada,0,2,existing
28,karyawan,lajang,d3,27687672,menengah,tidak,tidak,ya,whatsapp,Mei,2,107,tidak,tidak_ada,0,7,loyal
55,buruh,menikah,s1,2476449,rendah,tidak,tidak,tidak,email,Agu,3,149,tidak,tidak_ada,0,8,loyal
22,wiraswasta,lajang,s1,5139335,menengah,tidak,ya,tidak,whatsapp,Feb,4,95,tidak,tidak_ada,0,17,loyal
25,wiraswasta,menikah,s1,14077440,menengah,tidak,tidak,tidak,whatsapp,Sep,2,102,tidak,tidak_ada,1,4,existing
51,wiraswasta,menikah,sma,35610983,menengah,ya,tidak,tidak,whatsapp,Jul,2,193,tidak,tidak_ada,0,5,loyal
29,wiraswasta,menikah,s2,59744027,tinggi,tidak,tidak,tidak,whatsapp,Des,3,153,tidak,tidak_ada,0,4,existing
55,karyawan,lajang,sma,8688133,menengah,tidak,tidak,tidak,email,Mei,6,149,tidak,tidak_ada,0,11,loyal
18,pns,lajang,d3,8551188,menengah,tidak,tidak,tidak,email,Des,2,6,tidak,tidak_ada,0,4,existing
48,karyawan,lajang,s1,13116463,menengah,tidak,tidak,tidak,email,Jan,4,208,tidak,tidak_ada,0,5,loyal
21,karyawan,lajang,smp,9332673,menengah,ya,ya,tidak,telepon,Jan,2,120,ya,gagal,1,4,existing
62,pns,menikah,sma,68682940,tinggi,tidak,tidak,tidak,whatsapp,Okt,1,251,tidak,tidak_ada,0,0,baru
22,karyawan,lajang,sma,10995758,menengah,tidak,ya,tidak,telepon,Jan,5,231,tidak,tidak_ada,1,7,loyal
47,karyawan,menikah,sma,18670498,menengah,ya,tidak,tidak,whatsapp,Jan,7,252,tidak,tidak_ada,0,5,loyal
41,wiraswasta,menikah,sd,51255791,tinggi,ya,ya,tidak,whatsapp,Jan,7,415,tidak,tidak_ada,0,1,existing
20,wiraswasta,lajang,s1,77794360,tinggi,ya,ya,tidak,whatsapp,Mar,1,122,ya,gagal,0,8,loyal
28,pns,menikah,smp,14055839,menengah,ya,ya,tidak,whatsapp,Mar,2,405,tidak,tidak_ada,0,10,loyal
62,pelajar,menikah,s1,5411354,menengah,tidak,ya,tidak,telepon,Apr,3,113,tidak,tidak_ada,0,7,loyal
21,pelajar,lajang,sma,4825084,rendah,tidak,tidak,tidak,whatsapp,Mei,1,130,tidak,tidak_ada,0,3,existing
43,pns,lajang,sma,15781108,menengah,tidak,ya,ya,whatsapp,Mar,2,56,ya,gagal,0,7,loyal
44,karyawan,menikah,s1,9492537,menengah,tidak,ya,tidak,whatsapp,Okt,1,276,tidak,tidak_ada,0,3,existing
63,karyawan,menikah,sma,135671183,tinggi,tidak,ya,ya,whatsapp,Jul,4,179,tidak,tidak_ada,0,1,existing
60,wiraswasta,menikah,sma,76405014,tinggi,tidak,tidak,tidak,email,Sep,1,307,ya,gagal,0,1,existing
44,karyawan,cerai,smp,15943038,menengah,tidak,tidak,tidak,whatsapp,Jun,2,151,tidak,tidak_ada,0,2,existing
59,tidak_bekerja,menikah,sma,7321382,menengah,tidak,tidak,tidak,whatsapp,Mei,2,96,tidak,tidak_ada,0,17,loyal
23,buruh,lajang,sma,1952214,rendah,ya,ya,tidak,whatsapp,Agu,3,57,tidak,tidak_ada,0,3,existing
32,karyawan,menikah,sma,37325696,menengah,ya,ya,tidak,email,Apr,4,289,tidak,tidak_ada,0,9,loyal
47,karyawan,menikah,sma,3219317,rendah,tidak,tidak,tidak,telepon,Jan,1,171,ya,gagal,0,12,loyal
59,karyawan,menikah,sma,47914186,menengah,tidak,tidak,tidak,telepon,Agu,1,364,ya,gagal,0,8,loyal
54,karyawan,lajang,s1,9109674,menengah,tidak,tidak,tidak,email,Jul,2,167,ya,berhasil,0,7,loyal
54,karyawan,menikah,sma,3936869,rendah,tidak,tidak,tidak,telepon,Sep,4,111,ya,gagal,0,4,existing
59,wiraswasta,menikah,s1,3334954,rendah,tidak,tidak,tidak,whatsapp,Okt,5,356,tidak,tidak_ada,0,2,existing
54,buruh,menikah,sma,4383969,rendah,tidak,tidak,ya,whatsapp,Jun,1,95,ya,gagal,0,15,loyal
52,pns,menikah,s1,33393113,menengah,ya,tidak,tidak,whatsapp,Mei,4,609,ya,gagal,0,8,loyal
40,karyawan,menikah,sma,4320593,rendah,tidak,tidak,tidak,whatsapp,Feb,2,86,tidak,tidak_ada,0,1,existing
23,wiraswasta,lajang,sma,4803633,rendah,tidak,ya,tidak,whatsapp,Apr,4,45,tidak,tidak_ada,1,11,loyal
21,wiraswasta,lajang,sma,9805517,menengah,tidak,tidak,tidak,email,Apr,3,44,tidak,tidak_ada,0,1,existing
35,buruh,menikah,sma,10005945,menengah,tidak,tidak,ya,email,Jun,2,28,ya,berhasil,0,7,loyal
26,buruh,menikah,s1,9887217,menengah,tidak,tidak,tidak,email,Jan,3,150,tidak,tidak_ada,0,0,baru
46,tidak_bekerja,menikah,smp,4074374,rendah,tidak,ya,tidak,telepon,Jul,3,169,tidak,tidak_ada,0,6,loyal
30,wiraswasta,menikah,smp,48418505,menengah,tidak,tidak,tidak,whatsapp,Apr,2,232,tidak,tidak_ada,0,7,loyal
64,pns,menikah,s1,36626530,menengah,ya,ya,ya,whatsapp,Jul,3,268,ya,gagal,0,6,loyal
34,karyawan,menikah,sma,9679536,menengah,tidak,ya,tidak,whatsapp,Jul,2,250,tidak,tidak_ada,0,5,loyal
62,wiraswasta,menikah,sma,62959823,tinggi,tidak,tidak,tidak,email,Jan,2,361,tidak,tidak_ada,1,3,existing
49,karyawan,menikah,sma,5227044,menengah,tidak,tidak,tidak,email,Agu,2,124,tidak,tidak_ada,1,1,existing
39,wiraswasta,lajang,sma,32773117,menengah,ya,ya,tidak,whatsapp,Mar,3,325,ya,gagal,0,9,loyal
21,pelajar,lajang,sma,800560,rendah,tidak,tidak,tidak,whatsapp,Feb,5,96,tidak,tidak_ada,0,1,existing
22,karyawan,lajang,s1,13731224,menengah,tidak,tidak,tidak,telepon,Jun,3,219,tidak,tidak_ada,0,5,loyal
54,karyawan,menikah,sma,52226375,tinggi,tidak,tidak,tidak,whatsapp,Agu,1,75,tidak,tidak_ada,0,11,loyal
58,karyawan,lajang,d3,21944036,menengah,tidak,tidak,ya,whatsapp,Mei,4,122,tidak,tidak_ada,1,8,loyal
30,karyawan,menikah,s1,13265843,menengah,tidak,tidak,tidak,whatsapp,Jan,2,68,tidak,tidak_ada,0,15,loyal
51,karyawan,menikah,s1,20760129,menengah,tidak,tidak,tidak,whatsapp,Mei,4,386,tidak,tidak_ada,0,10,loyal
62,karyawan,cerai,sma,34122712,menengah,ya,ya,tidak,whatsapp,Jul,1,333,tidak,tidak_ada,0,17,loyal
39,karyawan,menikah,sma,101872700,tinggi,ya,tidak,tidak,telepon,Des,1,442,ya,gagal,0,2,existing
40,karyawan,lajang,sma,27153123,menengah,ya,tidak,tidak,whatsapp,Des,1,370,ya,gagal,0,0,baru
20,tidak_bekerja,lajang,s1,1666488,rendah,tidak,tidak,tidak,email,Jan,1,100,tidak,tidak_ada,0,0,baru
59,karyawan,menikah,s1,15150689,menengah,tidak,ya,ya,whatsapp,Mar,3,745,tidak,tidak_ada,1,2,existing
51,karyawan,menikah,sma,7527721,menengah,ya,ya,tidak,whatsapp,Jul,2,460,ya,gagal,0,0,baru
49,wiraswasta,lajang,s2,6490681,menengah,ya,ya,tidak,telepon,Des,1,833,tidak,tidak_ada,0,3,existing
62,buruh,menikah,sma,987087,rendah,tidak,tidak,tidak,telepon,Feb,2,193,tidak,tidak_ada,0,14,loyal
38,pns,lajang,s1,11274470,menengah,tidak,tidak,tidak,whatsapp,Agu,1,531,ya,gagal,0,3,existing
63,karyawan,menikah,s1,5354191,menengah,ya,tidak,tidak,email,Jun,3,185,tidak,tidak_ada,0,13,loyal
61,wiraswasta,menikah,s1,27689944,menengah,tidak,tidak,tidak,telepon,Mei,3,304,tidak,tidak_ada,0,4,existing
38,pns,cerai,s2,10850843,menengah,tidak,ya,tidak,whatsapp,Mei,3,292,tidak,tidak_ada,0,5,loyal
61,pns,lajang,sma,8633056,menengah,ya,ya,tidak,whatsapp,Okt,2,89,ya,gagal,0,14,loyal
28,pns,menikah,smp,2686905,rendah,tidak,tidak,tidak,whatsapp,Sep,1,189,tidak,tidak_ada,0,6,loyal
56,buruh,lajang,sma,4945380,rendah,tidak,tidak,tidak,telepon,Sep,2,381,ya,gagal,0,1,existing
21,buruh,lajang,s1,1078162,rendah,ya,tidak,tidak,email,Mei,3,13,tidak,tidak_ada,0,4,existing
18,wiraswasta,lajang,s1,31191803,menengah,tidak,ya,tidak,telepon,Apr,1,410,tidak,tidak_ada,0,13,loyal
45,wiraswasta,menikah,sma,27750678,menengah,ya,ya,ya,whatsapp,Apr,1,81,tidak,tidak_ada,0,0,baru
41,pelajar,lajang,sd,1802665,rendah,tidak,tidak,tidak,whatsapp,Agu,3,250,tidak,tidak_ada,0,11,loyal
52,buruh,menikah,sma,20086670,menengah,ya,ya,tidak,whatsapp,Mei,8,208,ya,gagal,0,11,loyal
30,karyawan,menikah,sma,13536047,menengah,tidak,ya,tidak,telepon,Jul,2,33,tidak,tidak_ada,0,6,loyal
64,tidak_bekerja,menikah,smp,6038515,menengah,tidak,tidak,tidak,email,Mei,1,406,ya,gagal,0,0,baru
51,karyawan,menikah,s1,31447652,menengah,ya,ya,ya,whatsapp,Mei,3,138,tidak,tidak_ada,0,3,existing
28,wiraswasta,lajang,sma,10530884,menengah,tidak,tidak,ya,email,Mar,6,285,tidak,tidak_ada,0,3,existing
53,buruh,menikah,d3,4221464,rendah,ya,tidak,tidak,whatsapp,Sep,2,75,tidak,tidak_ada,0,12,loyal
34,karyawan,menikah,smp,14623134,menengah,tidak,ya,tidak,whatsapp,Apr,2,317,tidak,tidak_ada,0,7,loyal
52,wiraswasta,cerai,s1,6007048,menengah,tidak,tidak,tidak,whatsapp,Jul,3,66,tidak,tidak_ada,0,4,existing
35,karyawan,menikah,d3,71088069,tinggi,tidak,tidak,tidak,whatsapp,Agu,1,232,ya,gagal,0,8,loyal
57,wiraswasta,menikah,sma,28448424,menengah,tidak,tidak,tidak,telepon,Sep,2,251,tidak,tidak_ada,1,1,existing
39,karyawan,menikah,sma,12456901,menengah,tidak,ya,ya,whatsapp,Mei,3,66,tidak,tidak_ada,0,20,loyal
41,wiraswasta,lajang,smp,165814930,tinggi,ya,tidak,tidak,whatsapp,Jul,3,137,tidak,tidak_ada,1,0,baru
36,wiraswasta,lajang,s2,6471063,menengah,ya,tidak,tidak,whatsapp,Jul,2,55,tidak,tidak_ada,0,13,loyal
54,tidak_bekerja,menikah,s1,15508873,menengah,tidak,tidak,tidak,whatsapp,Apr,2,138,tidak,tidak_ada,1,5,loyal
56,tidak_bekerja,menikah,s1,8247328,menengah,tidak,tidak,tidak,email,Jan,1,28,ya,berhasil,0,15,loyal
38,karyawan,lajang,smp,40332160,menengah,tidak,tidak,tidak,whatsapp,Jul,7,118,tidak,tidak_ada,0,2,existing
25,pns,lajang,sd,12079792,menengah,tidak,tidak,tidak,whatsapp,Jan,2,42,tidak,tidak_ada,1,7,loyal
45,karyawan,menikah,sma,16754074,menengah,tidak,tidak,tidak,email,Okt,1,291,ya,gagal,0,8,loyal
22,karyawan,lajang,smp,8865682,menengah,tidak,tidak,tidak,whatsapp,Agu,7,193,tidak,tidak_ada,1,6,loyal
34,karyawan,menikah,s1,34536288,menengah,tidak,tidak,tidak,whatsapp,Jun,3,129,tidak,tidak_ada,0,3,existing
54,tidak_bekerja,lajang,sma,5536922,menengah,ya,ya,tidak,email,Des,5,95,ya,gagal,0,13,loyal
53,tidak_bekerja,lajang,sma,2331654,rendah,tidak,ya,tidak,whatsapp,Nov,2,100,ya,berhasil,0,2,existing
36,karyawan,menikah,sd,9093233,menengah,tidak,tidak,tidak,telepon,Jun,5,155,tidak,tidak_ada,1,3,existing
44,karyawan,menikah,s2,15556038,menengah,tidak,tidak,tidak,whatsapp,Feb,2,54,tidak,tidak_ada,0,5,loyal
51,karyawan,menikah,s1,12560427,menengah,tidak,tidak,tidak,telepon,Sep,2,765,ya,gagal,0,13,loyal
28,wiraswasta,menikah,smp,74661718,tinggi,tidak,tidak,tidak,whatsapp,Apr,3,272,tidak,tidak_ada,0,0,baru
62,wiraswasta,menikah,sma,56894558,tinggi,ya,tidak,tidak,telepon,Apr,4,557,tidak,tidak_ada,1,15,loyal
64,karyawan,menikah,sma,39495431,menengah,tidak,ya,tidak,telepon,Sep,1,160,tidak,tidak_ada,0,7,loyal
29,pns,menikah,sma,17655854,menengah,tidak,tidak,tidak,whatsapp,Mar,3,122,ya,gagal,0,1,existing
38,karyawan,menikah,s1,7014415,menengah,tidak,tidak,tidak,whatsapp,Mar,1,134,ya,berhasil,0,2,existing
28,tidak_bekerja,menikah,d3,5461325,menengah,tidak,tidak,tidak,email,Jan,2,145,tidak,tidak_ada,0,0,baru
56,pns,menikah,s1,3667018,rendah,tidak,tidak,tidak,whatsapp,Agu,1,177,tidak,tidak_ada,0,6,loyal
45,wiraswasta,menikah,s1,25595534,menengah,ya,tidak,tidak,whatsapp,Jun,1,265,ya,gagal,0,0,baru
22,buruh,lajang,s1,2319743,rendah,ya,ya,tidak,telepon,Sep,3,133,tidak,tidak_ada,0,10,loyal
34,buruh,lajang,d3,2544690,rendah,ya,ya,tidak,whatsapp,Agu,7,113,tidak,tidak_ada,0,1,existing
37,karyawan,cerai,s1,9615661,menengah,tidak,ya,tidak,whatsapp,Jun,4,286,tidak,tidak_ada,0,2,existing
58,karyawan,menikah,d3,16794876,menengah,ya,tidak,tidak,whatsapp,Nov,1,183,ya,gagal,0,0,baru
63,tidak_bekerja,menikah,smp,4140429,rendah,tidak,tidak,tidak,whatsapp,Okt,4,334,tidak,tidak_ada,0,2,existing
29,karyawan,menikah,d3,26981407,menengah,tidak,tidak,tidak,email,Nov,4,227,ya,gagal,0,0,baru
23,karyawan,menikah,sma,10469318,menengah,tidak,ya,tidak,telepon,Feb,3,127,tidak,tidak_ada,0,1,existing
34,wiraswasta,menikah,s2,17176962,menengah,tidak,tidak,tidak,email,Des,1,134,ya,gagal,0,18,loyal
36,buruh,menikah,sma,1737318,rendah,tidak,tidak,tidak,whatsapp,Apr,1,240,tidak,tidak_ada,0,1,existing
43,buruh,menikah,sd,2085012,rendah,tidak,ya,tidak,telepon,Apr,5,259,tidak,tidak_ada,0,12,loyal
61,tidak_bekerja,lajang,sma,5378331,menengah,tidak,ya,tidak,telepon,Mei,1,280,ya,berhasil,0,9,loyal
61,wiraswasta,cerai,s1,47213713,menengah,ya,ya,tidak,whatsapp,Jul,1,306,ya,berhasil,0,3,existing
49,karyawan,menikah,s1,13133693,menengah,tidak,tidak,tidak,telepon,Agu,6,329,tidak,tidak_ada,1,14,loyal
23,wiraswasta,lajang,d3,42009812,menengah,tidak,ya,ya,whatsapp,Mar,3,116,tidak,tidak_ada,0,6,loyal
53,buruh,lajang,sd,2060402,rendah,tidak,tidak,tidak,whatsapp,Jan,4,409,tidak,tidak_ada,0,3,existing
55,karyawan,menikah,sd,25207233,menengah,ya,tidak,tidak,whatsapp,Feb,3,46,tidak,tidak_ada,0,12,loyal
28,karyawan,menikah,sma,6077508,menengah,ya,tidak,tidak,whatsapp,Jul,2,350,ya,gagal,0,10,loyal
50,karyawan,menikah,s2,7257103,menengah,tidak,ya,tidak,whatsapp,Sep,5,352,tidak,tidak_ada,1,0,baru
41,wiraswasta,lajang,s1,9587204,menengah,tidak,tidak,tidak,whatsapp,Apr,2,71,tidak,tidak_ada,0,4,existing
40,buruh,menikah,s1,5205329,menengah,ya,ya,tidak,telepon,Jan,4,341,ya,gagal,0,9,loyal
32,pns,lajang,sma,21591994,menengah,tidak,tidak,tidak,telepon,Jun,3,353,ya,gagal,0,3,existing
44,tidak_bekerja,menikah,s1,4876666,rendah,tidak,tidak,tidak,whatsapp,Nov,3,166,tidak,tidak_ada,0,8,loyal
28,karyawan,menikah,sma,10072013,menengah,tidak,ya,tidak,telepon,Sep,1,137,tidak,tidak_ada,0,3,existing
34,tidak_bekerja,menikah,sd,5553027,menengah,tidak,ya,tidak,whatsapp,Apr,1,153,tidak,tidak_ada,0,2,existing
31,buruh,cerai,s1,19265734,menengah,tidak,tidak,tidak,email,Agu,3,127,tidak,tidak_ada,0,4,existing
44,karyawan,menikah,smp,14158434,menengah,tidak,ya,tidak,telepon,Mei,5,413,tidak,tidak_ada,1,4,existing
35,tidak_bekerja,menikah,d3,3464101,rendah,tidak,tidak,ya,whatsapp,Feb,2,9,tidak,tidak_ada,0,9,loyal
45,karyawan,menikah,d3,9187149,menengah,tidak,ya,tidak,telepon,Sep,2,415,tidak,tidak_ada,0,8,loyal
64,buruh,menikah,smp,5140330,menengah,ya,tidak,tidak,whatsapp,Okt,2,169,tidak,tidak_ada,1,5,loyal
64,buruh,cerai,smp,19093769,menengah,tidak,ya,tidak,whatsapp,Mar,2,19,tidak,tidak_ada,0,11,loyal
21,pns,menikah,sma,36020645,menengah,tidak,tidak,tidak,whatsapp,Jan,3,76,ya,gagal,0,14,loyal
24,wiraswasta,lajang,s1,13701200,menengah,tidak,tidak,tidak,whatsapp,Okt,2,649,tidak,tidak_ada,0,0,baru
62,karyawan,menikah,sd,29201240,menengah,tidak,ya,tidak,telepon,Sep,4,358,tidak,tidak_ada,0,9,loyal
52,wiraswasta,cerai,sma,57969436,tinggi,ya,ya,tidak,email,Jul,4,129,tidak,tidak_ada,0,10,loyal
26,karyawan,menikah,,8527991,menengah,tidak,tidak,tidak,whatsapp,Jun,1,34,ya,gagal,0,5,loyal
25,buruh,cerai,smp,1627829,rendah,ya,ya,tidak,telepon,Jan,5,95,tidak,tidak_ada,0,0,baru
62,pns,menikah,smp,36032879,menengah,tidak,tidak,tidak,whatsapp,Jan,1,532,ya,gagal,1,5,loyal
34,tidak_bekerja,lajang,sma,7043121,menengah,ya,tidak,tidak,whatsapp,Nov,2,147,tidak,tidak_ada,1,15,loyal
34,karyawan,lajang,sma,27650768,menengah,ya,tidak,tidak,email,Jun,2,210,tidak,tidak_ada,0,1,existing
50,buruh,lajang,d3,4573766,rendah,ya,ya,tidak,email,Mei,2,82,ya,gagal,0,4,existing
49,tidak_bekerja,menikah,s1,14591007,menengah,ya,ya,tidak,email,Okt,3,136,tidak,tidak_ada,0,11,loyal
25,buruh,menikah,sd,5808868,menengah,tidak,tidak,tidak,whatsapp,Apr,1,198,ya,gagal,0,15,loyal
36,karyawan,menikah,s1,5134602,menengah,tidak,ya,tidak,whatsapp,Sep,6,148,tidak,tidak_ada,0,16,loyal
55,karyawan,menikah,sma,4186928,rendah,tidak,tidak,tidak,whatsapp,Jan,1,208,tidak,tidak_ada,0,12,loyal
20,karyawan,lajang,d3,8984548,menengah,ya,ya,tidak,telepon,Jun,1,190,ya,gagal,0,8,loyal
22,pelajar,lajang,s1,1870187,rendah,tidak,ya,tidak,whatsapp,Okt,5,204,tidak,tidak_ada,0,4,existing
30,pelajar,menikah,sma,1527671,rendah,tidak,tidak,tidak,email,Des,1,115,ya,gagal,1,6,loyal
64,tidak_bekerja,cerai,smp,25658898,menengah,tidak,tidak,tidak,whatsapp,Feb,3,301,ya,gagal,0,0,baru
63,wiraswasta,lajang,smp,38315601,menengah,tidak,tidak,tidak,email,Agu,1,236,ya,gagal,0,4,existing
48,karyawan,cerai,s1,6845691,menengah,tidak,ya,tidak,email,Jul,4,66,tidak,tidak_ada,0,11,loyal
33,pelajar,menikah,smp,482449,rendah,tidak,tidak,tidak,telepon,Agu,1,173,ya,gagal,0,9,loyal
49,buruh,menikah,sma,7371468,menengah,tidak,tidak,tidak,whatsapp,Jul,5,370,tidak,tidak_ada,0,0,baru
39,tidak_bekerja,menikah,sma,8110673,menengah,tidak,tidak,tidak,whatsapp,Sep,1,41,ya,gagal,0,7,loyal
46,buruh,menikah,sma,26307334,menengah,ya,tidak,tidak,email,Apr,2,68,tidak,tidak_ada,0,0,baru
39,wiraswasta,cerai,s1,16456333,menengah,tidak,tidak,tidak,telepon,Nov,5,343,tidak,tidak_ada,0,4,existing
60,pelajar,menikah,d3,7015806,menengah,tidak,ya,tidak,telepon,Feb,4,116,ya,gagal,0,20,loyal
20,buruh,lajang,d3,1456212,rendah,tidak,tidak,tidak,email,Agu,3,115,ya,gagal,0,5,loyal
27,wiraswasta,menikah,sma,12358983,menengah,tidak,ya,ya,email,Okt,2,29,ya,berhasil,0,15,loyal
59,karyawan,menikah,smp,7336603,menengah,ya,ya,ya,whatsapp,Jan,2,40,ya,gagal,0,0,baru
38,karyawan,menikah,sma,30105667,menengah,ya,tidak,tidak,email,Feb,1,140,tidak,tidak_ada,0,11,loyal
33,karyawan,menikah,s1,4316119,rendah,tidak,tidak,tidak,whatsapp,Mei,4,65,tidak,tidak_ada,0,6,loyal
29,pns,cerai,sma,20192946,menengah,tidak,tidak,tidak,telepon,Nov,3,63,tidak,tidak_ada,0,7,loyal
19,karyawan,menikah,s2,3784621,rendah,tidak,tidak,tidak,whatsapp,Nov,2,17,ya,gagal,0,20,loyal
58,karyawan,menikah,sd,88113031,tinggi,ya,ya,tidak,whatsapp,Sep,3,558,tidak,tidak_ada,0,3,existing
41,karyawan,menikah,s2,10897298,menengah,tidak,tidak,tidak,whatsapp,Jun,5,367,ya,gagal,0,14,loyal
52,wiraswasta,menikah,d3,33697527,menengah,tidak,ya,tidak,telepon,Des,2,176,tidak,tidak_ada,0,16,loyal
47,wiraswasta,lajang,s1,3670853,rendah,tidak,tidak,tidak,whatsapp,Mei,3,574,ya,gagal,1,3,existing
47,pns,menikah,sma,5437693,menengah,tidak,tidak,tidak,whatsapp,Jun,2,266,ya,gagal,0,0,baru
64,karyawan,menikah,sma,9531741,menengah,tidak,tidak,tidak,whatsapp,Agu,7,354,tidak,tidak_ada,0,12,loyal
52,karyawan,cerai,s1,36778923,menengah,ya,tidak,tidak,whatsapp,Jun,1,79,tidak,tidak_ada,0,17,loyal
36,wiraswasta,lajang,s1,37634590,menengah,ya,ya,tidak,telepon,Jul,2,34,ya,gagal,0,6,loyal
25,karyawan,menikah,sma,33408985,menengah,tidak,tidak,tidak,whatsapp,Jun,1,203,ya,gagal,0,15,loyal
43,karyawan,lajang,sma,4008141,rendah,tidak,tidak,tidak,telepon,Des,4,36,ya,gagal,0,2,existing
57,karyawan,lajang,d3,28317984,menengah,tidak,tidak,tidak,whatsapp,Mar,5,161,tidak,tidak_ada,0,11,loyal
24,tidak_bekerja,lajang,s1,1673041,rendah,tidak,tidak,tidak,whatsapp,Nov,1,167,tidak,tidak_ada,0,10,loyal
47,pns,menikah,sma,9418853,menengah,tidak,tidak,tidak,whatsapp,Jul,5,121,tidak,tidak_ada,0,7,loyal
24,karyawan,menikah,sma,7652604,menengah,ya,ya,ya,email,Okt,1,116,ya,berhasil,0,4,existing
20,karyawan,lajang,s1,10571482,menengah,tidak,tidak,tidak,whatsapp,Okt,1,65,tidak,tidak_ada,0,3,existing
18,tidak_bekerja,menikah,d3,4613254,rendah,tidak,tidak,tidak,telepon,Mar,1,379,tidak,tidak_ada,0,11,loyal
53,pns,menikah,sma,46873807,menengah,tidak,tidak,tidak,telepon,Jan,1,107,ya,gagal,0,8,loyal
42,wiraswasta,lajang,sd,35070015,menengah,tidak,tidak,tidak,telepon,Mei,2,265,tidak,tidak_ada,0,14,loyal
54,pns,menikah,d3,31992237,menengah,tidak,tidak,tidak,whatsapp,Mar,4,479,tidak,tidak_ada,0,13,loyal
18,pns,lajang,sma,54186573,tinggi,tidak,tidak,tidak,telepon,Des,5,494,tidak,tidak_ada,0,2,existing
